Device-A, Port-1, no shutdown
Device-J, Port-2, ip address IP-Address-12
Device-J, Port-2, ip address IP-Address-13
Device-J, Port-2, ip address IP-Address-14
Device-J, Port-2, ip address IP-Address-15
Device-J, Port-2, ip address IP-Address-16
Device-J, Port-2, ip address IP-Address-17
Device-J, Port-2, ip address IP-Address-18
Device-J, Port-2, ip address IP-Address-19
Device-J, Port-2, ip address IP-Address-20
Device-J, Port-2, ip address IP-Address-21
Device-J, Port-2, ip address IP-Address-22
Device-J, Port-2, ip address IP-Address-23
Device-J, Port-2, ip address IP-Address-24
Device-J, Port-2, ip address IP-Address-25
Device-J, Port-2, ip address IP-Address-26
Device-J, Port-2, ip address IP-Address-27
Device-J, Port-2, ip address IP-Address-28
Device-J, Port-2, ip address IP-Address-29
Device-J, Port-2, ip address IP-Address-30
Device-J, Port-2, ip address IP-Address-31
Device-J, Port-2, ip address IP-Address-32
Device-J, Port-2, ip address IP-Address-33
Device-J, Port-2, ip address IP-Address-34
Device-J, Port-2, ip address IP-Address-35
Device-J, Port-2, ip address IP-Address-36
Device-J, Port-2, ip address IP-Address-37
Device-J, Port-2, ip address IP-Address-38
Device-J, Port-2, ip address IP-Address-39
Device-J, Port-2, ip address IP-Address-40
Device-J, Port-2, ip address IP-Address-41
Device-J, Port-2, ip address IP-Address-42
Device-J, Port-2, ip address IP-Address-43
Device-J, Port-2, ip address IP-Address-44
Device-J, Port-2, ip address IP-Address-45
Device-J, Port-2, ip address IP-Address-46
Device-J, Port-2, ip address IP-Address-47
Device-J, Port-2, ip address IP-Address-48
Device-J, Port-2, ip address IP-Address-49
Device-J, Port-2, ip address IP-Address-50
Device-J, Port-2, ip address IP-Address-51
Device-J, Port-2, ip address IP-Address-52
Device-J, Port-2, ip address IP-Address-53
Device-J, Port-2, ip address IP-Address-54
Device-J, Port-2, ip address IP-Address-55
Device-J, Port-2, ip address IP-Address-56
Device-J, Port-2, ip address IP-Address-57
Device-J, Port-2, ip address IP-Address-58
Device-J, Port-2, ip address IP-Address-59
Device-J, Port-2, ip address IP-Address-60
Device-J, Port-2, ip address IP-Address-61
Device-J, Port-2, ip address IP-Address-62
Device-J, Port-2, ip address IP-Address-63
Device-J, Port-2, shutdown
Device-J, Port-2, no ip address
Device-J, Port-3, no shutdown
Device-J, Port-3, ip address IP-Address-1
Device-J, Port-3, ip address IP-Address-2
Device-J, Port-3, ip address IP-Address-3
Device-J, Port-3, ip address IP-Address-4
Device-J, Port-3, ip address IP-Address-5
Device-J, Port-3, ip address IP-Address-6
Device-J, Port-3, ip address IP-Address-7
Device-J, Port-3, ip address IP-Address-8
Device-J, Port-3, ip address IP-Address-9
Device-J, Port-3, ip address IP-Address-10
Device-J, Port-3, ip address IP-Address-11
Device-J, Port-3, ip address IP-Address-12
Device-J, Port-3, ip address IP-Address-13
Device-J, Port-3, ip address IP-Address-14
Device-J, Port-3, ip address IP-Address-15
Device-J, Port-3, ip address IP-Address-16
Device-J, Port-3, ip address IP-Address-17
Device-J, Port-3, ip address IP-Address-18
Device-J, Port-3, ip address IP-Address-19
Device-J, Port-3, ip address IP-Address-20
Device-J, Port-3, ip address IP-Address-21
Device-J, Port-3, ip address IP-Address-22
Device-J, Port-3, ip address IP-Address-23
Device-J, Port-3, ip address IP-Address-24
Device-J, Port-3, ip address IP-Address-25
Device-J, Port-3, ip address IP-Address-26
Device-J, Port-3, ip address IP-Address-27
Device-J, Port-3, ip address IP-Address-28
Device-J, Port-3, ip address IP-Address-29
Device-J, Port-3, ip address IP-Address-30
Device-J, Port-3, ip address IP-Address-31
Device-J, Port-3, ip address IP-Address-32
Device-J, Port-3, ip address IP-Address-33
Device-J, Port-3, ip address IP-Address-34
Device-J, Port-3, ip address IP-Address-35
Device-J, Port-3, ip address IP-Address-36
Device-J, Port-3, ip address IP-Address-37
Device-J, Port-3, ip address IP-Address-38
Device-J, Port-3, ip address IP-Address-39
Device-J, Port-3, ip address IP-Address-40
Device-J, Port-3, ip address IP-Address-41
Device-J, Port-3, ip address IP-Address-42
Device-J, Port-3, ip address IP-Address-43
Device-J, Port-3, ip address IP-Address-44
Device-J, Port-3, ip address IP-Address-45
Device-J, Port-3, ip address IP-Address-46
Device-J, Port-3, ip address IP-Address-47
Device-J, Port-3, ip address IP-Address-48
Device-J, Port-3, ip address IP-Address-49
Device-J, Port-3, ip address IP-Address-50
Device-J, Port-3, ip address IP-Address-51
Device-J, Port-3, ip address IP-Address-52
Device-J, Port-3, ip address IP-Address-53
Device-J, Port-3, ip address IP-Address-54
Device-J, Port-3, ip address IP-Address-55
Device-J, Port-3, ip address IP-Address-56
Device-J, Port-3, ip address IP-Address-57
Device-J, Port-3, ip address IP-Address-58
Device-J, Port-3, ip address IP-Address-59
Device-J, Port-3, ip address IP-Address-60
Device-J, Port-3, ip address IP-Address-61
Device-J, Port-3, ip address IP-Address-62
Device-J, Port-3, ip address IP-Address-63
Device-J, Port-3, shutdown
Device-J, Port-3, no ip address
Device-J, Port-4, no shutdown
Device-J, Port-4, ip address IP-Address-1
Device-J, Port-4, ip address IP-Address-2
Device-J, Port-4, ip address IP-Address-3
Device-J, Port-4, ip address IP-Address-4
Device-J, Port-4, ip address IP-Address-5
Device-J, Port-4, ip address IP-Address-6
Device-J, Port-4, ip address IP-Address-7
Device-J, Port-4, ip address IP-Address-8
Device-J, Port-4, ip address IP-Address-9
Device-J, Port-4, ip address IP-Address-10
Device-J, Port-4, ip address IP-Address-11
Device-J, Port-4, ip address IP-Address-12
Device-J, Port-4, ip address IP-Address-13
Device-J, Port-4, ip address IP-Address-14
Device-J, Port-4, ip address IP-Address-15
Device-J, Port-4, ip address IP-Address-16
Device-J, Port-4, ip address IP-Address-17
Device-J, Port-4, ip address IP-Address-18
Device-J, Port-4, ip address IP-Address-19
Device-J, Port-4, ip address IP-Address-20
Device-J, Port-4, ip address IP-Address-21
Device-J, Port-4, ip address IP-Address-22
Device-J, Port-4, ip address IP-Address-23
Device-J, Port-4, ip address IP-Address-24
Device-J, Port-4, ip address IP-Address-25
Device-J, Port-4, ip address IP-Address-26
Device-J, Port-4, ip address IP-Address-27
Device-J, Port-4, ip address IP-Address-28
Device-J, Port-4, ip address IP-Address-29
Device-J, Port-4, ip address IP-Address-30
Device-J, Port-4, ip address IP-Address-31
Device-J, Port-4, ip address IP-Address-32
Device-J, Port-4, ip address IP-Address-33
Device-J, Port-4, ip address IP-Address-34
Device-J, Port-4, ip address IP-Address-35
Device-J, Port-4, ip address IP-Address-36
Device-J, Port-4, ip address IP-Address-37
Device-J, Port-4, ip address IP-Address-38
Device-J, Port-4, ip address IP-Address-39
Device-J, Port-4, ip address IP-Address-40
Device-J, Port-4, ip address IP-Address-41
Device-J, Port-4, ip address IP-Address-42
Device-J, Port-4, ip address IP-Address-43
Device-J, Port-4, ip address IP-Address-44
Device-J, Port-4, ip address IP-Address-45
Device-J, Port-4, ip address IP-Address-46
Device-J, Port-4, ip address IP-Address-47
Device-J, Port-4, ip address IP-Address-48
Device-J, Port-4, ip address IP-Address-49
Device-J, Port-4, ip address IP-Address-50
Device-J, Port-4, ip address IP-Address-51
Device-J, Port-4, ip address IP-Address-52
Device-J, Port-4, ip address IP-Address-53
Device-J, Port-4, ip address IP-Address-54
Device-J, Port-4, ip address IP-Address-55
Device-J, Port-4, ip address IP-Address-56
Device-J, Port-4, ip address IP-Address-57
Device-J, Port-4, ip address IP-Address-58
Device-J, Port-4, ip address IP-Address-59
Device-J, Port-4, ip address IP-Address-60
Device-J, Port-4, ip address IP-Address-61
Device-J, Port-4, ip address IP-Address-62
Device-J, Port-4, ip address IP-Address-63
Device-J, Port-4, shutdown
Device-J, Port-4, no ip address
Device-J, Port-5, no shutdown
Device-J, Port-5, ip address IP-Address-1
Device-J, Port-5, ip address IP-Address-2
Device-J, Port-5, ip address IP-Address-3
Device-J, Port-5, ip address IP-Address-4
Device-J, Port-5, ip address IP-Address-5
Device-J, Port-5, ip address IP-Address-6
Device-J, Port-5, ip address IP-Address-7
Device-J, Port-5, ip address IP-Address-8
Device-J, Port-5, ip address IP-Address-9
Device-J, Port-5, ip address IP-Address-10
Device-J, Port-5, ip address IP-Address-11
Device-J, Port-5, ip address IP-Address-12
Device-J, Port-5, ip address IP-Address-13
Device-J, Port-5, ip address IP-Address-14
Device-J, Port-5, ip address IP-Address-15
Device-J, Port-5, ip address IP-Address-16
Device-J, Port-5, ip address IP-Address-17
Device-J, Port-5, ip address IP-Address-18
Device-J, Port-5, ip address IP-Address-19
Device-J, Port-5, ip address IP-Address-20
Device-J, Port-5, ip address IP-Address-21
Device-J, Port-5, ip address IP-Address-22
Device-J, Port-5, ip address IP-Address-23
Device-J, Port-5, ip address IP-Address-24
Device-J, Port-5, ip address IP-Address-25
Device-J, Port-5, ip address IP-Address-26
Device-J, Port-5, ip address IP-Address-27
Device-J, Port-5, ip address IP-Address-28
Device-J, Port-5, ip address IP-Address-29
Device-J, Port-5, ip address IP-Address-30
Device-J, Port-5, ip address IP-Address-31
Device-J, Port-5, ip address IP-Address-32
Device-J, Port-5, ip address IP-Address-33
Device-J, Port-5, ip address IP-Address-34
Device-J, Port-5, ip address IP-Address-35
Device-J, Port-5, ip address IP-Address-36
Device-J, Port-5, ip address IP-Address-37
Device-J, Port-5, ip address IP-Address-38
Device-J, Port-5, ip address IP-Address-39
Device-J, Port-5, ip address IP-Address-40
Device-J, Port-5, ip address IP-Address-41
Device-J, Port-5, ip address IP-Address-42
Device-J, Port-5, ip address IP-Address-43
Device-J, Port-5, ip address IP-Address-44
Device-J, Port-5, ip address IP-Address-45
Device-J, Port-5, ip address IP-Address-46
Device-J, Port-5, ip address IP-Address-47
Device-J, Port-5, ip address IP-Address-48
Device-J, Port-5, ip address IP-Address-49
Device-J, Port-5, ip address IP-Address-50
Device-J, Port-5, ip address IP-Address-51
Device-J, Port-5, ip address IP-Address-52
Device-J, Port-5, ip address IP-Address-53
Device-J, Port-5, ip address IP-Address-54
Device-J, Port-5, ip address IP-Address-55
Device-J, Port-5, ip address IP-Address-56
Device-J, Port-5, ip address IP-Address-57
Device-J, Port-5, ip address IP-Address-58
Device-J, Port-5, ip address IP-Address-59
Device-J, Port-5, ip address IP-Address-60
Device-J, Port-5, ip address IP-Address-61
Device-J, Port-5, ip address IP-Address-62
Device-J, Port-5, ip address IP-Address-63
Device-J, Port-5, shutdown
Device-J, Port-5, no ip address
Device-J, Port-6, no shutdown
Device-J, Port-6, ip address IP-Address-1
Device-J, Port-6, ip address IP-Address-2
Device-J, Port-6, ip address IP-Address-3
Device-J, Port-6, ip address IP-Address-4
Device-J, Port-6, ip address IP-Address-5
Device-J, Port-6, ip address IP-Address-6
Device-J, Port-6, ip address IP-Address-7
Device-J, Port-6, ip address IP-Address-8
Device-J, Port-6, ip address IP-Address-9
Device-J, Port-6, ip address IP-Address-10
Device-J, Port-6, ip address IP-Address-11
Device-J, Port-6, ip address IP-Address-12
Device-J, Port-6, ip address IP-Address-13
Device-J, Port-6, ip address IP-Address-14
Device-J, Port-6, ip address IP-Address-15
Device-J, Port-6, ip address IP-Address-16
Device-J, Port-6, ip address IP-Address-17
Device-J, Port-6, ip address IP-Address-18
Device-J, Port-6, ip address IP-Address-19
Device-J, Port-6, ip address IP-Address-20
Device-J, Port-6, ip address IP-Address-21
Device-J, Port-6, ip address IP-Address-22
Device-J, Port-6, ip address IP-Address-23
Device-J, Port-6, ip address IP-Address-24
Device-J, Port-6, ip address IP-Address-25
Device-J, Port-6, ip address IP-Address-26
Device-J, Port-6, ip address IP-Address-27
Device-J, Port-6, ip address IP-Address-28
Device-J, Port-6, ip address IP-Address-29
Device-J, Port-6, ip address IP-Address-30
Device-J, Port-6, ip address IP-Address-31
Device-J, Port-6, ip address IP-Address-32
Device-J, Port-6, ip address IP-Address-33
Device-J, Port-6, ip address IP-Address-34
Device-J, Port-6, ip address IP-Address-35
Device-J, Port-6, ip address IP-Address-36
Device-J, Port-6, ip address IP-Address-37
Device-J, Port-6, ip address IP-Address-38
Device-J, Port-6, ip address IP-Address-39
Device-J, Port-6, ip address IP-Address-40
Device-J, Port-6, ip address IP-Address-41
Device-J, Port-6, ip address IP-Address-42
Device-J, Port-6, ip address IP-Address-43
Device-J, Port-6, ip address IP-Address-44
Device-J, Port-6, ip address IP-Address-45
Device-J, Port-6, ip address IP-Address-46
Device-J, Port-6, ip address IP-Address-47
Device-J, Port-6, ip address IP-Address-48
Device-J, Port-6, ip address IP-Address-49
Device-J, Port-6, ip address IP-Address-50
Device-J, Port-6, ip address IP-Address-51
Device-J, Port-6, ip address IP-Address-52
Device-J, Port-6, ip address IP-Address-53
Device-J, Port-6, ip address IP-Address-54
Device-J, Port-6, ip address IP-Address-55
Device-J, Port-6, ip address IP-Address-56
Device-J, Port-6, ip address IP-Address-57
Device-J, Port-6, ip address IP-Address-58
Device-J, Port-6, ip address IP-Address-59
Device-J, Port-6, ip address IP-Address-60
Device-J, Port-6, ip address IP-Address-61
Device-J, Port-6, ip address IP-Address-62
Device-J, Port-6, ip address IP-Address-63
Device-J, Port-6, shutdown
Device-J, Port-6, no ip address
Device-J, Port-7, no shutdown
Device-J, Port-7, ip address IP-Address-1
Device-J, Port-7, ip address IP-Address-2
Device-J, Port-7, ip address IP-Address-3
Device-J, Port-7, ip address IP-Address-4
Device-J, Port-7, ip address IP-Address-5
Device-J, Port-7, ip address IP-Address-6
Device-J, Port-7, ip address IP-Address-7
Device-J, Port-7, ip address IP-Address-8
Device-J, Port-7, ip address IP-Address-9
Device-J, Port-7, ip address IP-Address-10
Device-J, Port-7, ip address IP-Address-11
Device-J, Port-7, ip address IP-Address-12
Device-J, Port-7, ip address IP-Address-13
Device-J, Port-7, ip address IP-Address-14
Device-J, Port-7, ip address IP-Address-15
Device-J, Port-7, ip address IP-Address-16
Device-J, Port-7, ip address IP-Address-17
Device-J, Port-7, ip address IP-Address-18
Device-J, Port-7, ip address IP-Address-19
Device-J, Port-7, ip address IP-Address-20
Device-J, Port-7, ip address IP-Address-21
Device-J, Port-7, ip address IP-Address-22
Device-J, Port-7, ip address IP-Address-23
Device-J, Port-7, ip address IP-Address-24
Device-J, Port-7, ip address IP-Address-25
Device-J, Port-7, ip address IP-Address-26
Device-J, Port-7, ip address IP-Address-27
Device-J, Port-7, ip address IP-Address-28
Device-J, Port-7, ip address IP-Address-29
Device-J, Port-7, ip address IP-Address-30
Device-J, Port-7, ip address IP-Address-31
Device-J, Port-7, ip address IP-Address-32
Device-J, Port-7, ip address IP-Address-33
Device-J, Port-7, ip address IP-Address-34
Device-J, Port-7, ip address IP-Address-35
Device-J, Port-7, ip address IP-Address-36
Device-J, Port-7, ip address IP-Address-37
Device-J, Port-7, ip address IP-Address-38
Device-J, Port-7, ip address IP-Address-39
Device-J, Port-7, ip address IP-Address-40
Device-J, Port-7, ip address IP-Address-41
Device-J, Port-7, ip address IP-Address-42
Device-J, Port-7, ip address IP-Address-43
Device-J, Port-7, ip address IP-Address-44
Device-J, Port-7, ip address IP-Address-45
Device-J, Port-7, ip address IP-Address-46
Device-J, Port-7, ip address IP-Address-47
Device-J, Port-7, ip address IP-Address-48
Device-J, Port-7, ip address IP-Address-49
Device-J, Port-7, ip address IP-Address-50
Device-J, Port-7, ip address IP-Address-51
Device-J, Port-7, ip address IP-Address-52
Device-J, Port-7, ip address IP-Address-53
Device-J, Port-7, ip address IP-Address-54
Device-J, Port-7, ip address IP-Address-55
Device-J, Port-7, ip address IP-Address-56
Device-J, Port-7, ip address IP-Address-57
Device-J, Port-7, ip address IP-Address-58
Device-J, Port-7, ip address IP-Address-59
Device-J, Port-7, ip address IP-Address-60
Device-J, Port-7, ip address IP-Address-61
Device-J, Port-7, ip address IP-Address-62
Device-J, Port-7, ip address IP-Address-63
Device-J, Port-7, shutdown
Device-J, Port-7, no ip address
Device-J, Port-8, no shutdown
Device-J, Port-8, ip address IP-Address-1
Device-J, Port-8, ip address IP-Address-2
Device-J, Port-8, ip address IP-Address-3
Device-J, Port-8, ip address IP-Address-4
Device-J, Port-8, ip address IP-Address-5
Device-J, Port-8, ip address IP-Address-6
Device-J, Port-8, ip address IP-Address-7
Device-J, Port-8, ip address IP-Address-8
Device-J, Port-8, ip address IP-Address-9
Device-J, Port-8, ip address IP-Address-10
Device-J, Port-8, ip address IP-Address-11
Device-J, Port-8, ip address IP-Address-12
Device-J, Port-8, ip address IP-Address-13
Device-J, Port-8, ip address IP-Address-14
Device-J, Port-8, ip address IP-Address-15
Device-J, Port-8, ip address IP-Address-16
Device-J, Port-8, ip address IP-Address-17
Device-J, Port-8, ip address IP-Address-18
Device-J, Port-8, ip address IP-Address-19
Device-J, Port-8, ip address IP-Address-20
Device-J, Port-8, ip address IP-Address-21
Device-J, Port-8, ip address IP-Address-22
Device-J, Port-8, ip address IP-Address-23
Device-J, Port-8, ip address IP-Address-24
Device-J, Port-8, ip address IP-Address-25
Device-J, Port-8, ip address IP-Address-26
Device-J, Port-8, ip address IP-Address-27
Device-J, Port-8, ip address IP-Address-28
Device-J, Port-8, ip address IP-Address-29
Device-J, Port-8, ip address IP-Address-30
Device-J, Port-8, ip address IP-Address-31
Device-J, Port-8, ip address IP-Address-32
Device-J, Port-8, ip address IP-Address-33
Device-J, Port-8, ip address IP-Address-34
Device-J, Port-8, ip address IP-Address-35
Device-J, Port-8, ip address IP-Address-36
Device-J, Port-8, ip address IP-Address-37
Device-J, Port-8, ip address IP-Address-38
Device-J, Port-8, ip address IP-Address-39
Device-J, Port-8, ip address IP-Address-40
Device-J, Port-8, ip address IP-Address-41
Device-J, Port-8, ip address IP-Address-42
Device-J, Port-8, ip address IP-Address-43
Device-J, Port-8, ip address IP-Address-44
Device-J, Port-8, ip address IP-Address-45
Device-J, Port-8, ip address IP-Address-46
Device-J, Port-8, ip address IP-Address-47
Device-J, Port-8, ip address IP-Address-48
Device-J, Port-8, ip address IP-Address-49
Device-J, Port-8, ip address IP-Address-50
Device-J, Port-8, ip address IP-Address-51
Device-J, Port-8, ip address IP-Address-52
Device-J, Port-8, ip address IP-Address-53
Device-J, Port-8, ip address IP-Address-54
Device-J, Port-8, ip address IP-Address-55
Device-J, Port-8, ip address IP-Address-56
Device-J, Port-8, ip address IP-Address-57
Device-J, Port-8, ip address IP-Address-58
Device-J, Port-8, ip address IP-Address-59
Device-J, Port-8, ip address IP-Address-60
Device-J, Port-8, ip address IP-Address-61
Device-J, Port-8, ip address IP-Address-62
Device-J, Port-8, ip address IP-Address-63
Device-J, Port-8, shutdown
Device-J, Port-8, no ip address
Device-J, Port-9, no shutdown
Device-J, Port-9, ip address IP-Address-1
Device-J, Port-9, ip address IP-Address-2
Device-J, Port-9, ip address IP-Address-3
Device-J, Port-9, ip address IP-Address-4
Device-J, Port-9, ip address IP-Address-5
Device-J, Port-9, ip address IP-Address-6
Device-J, Port-9, ip address IP-Address-7
Device-J, Port-9, ip address IP-Address-8
Device-J, Port-9, ip address IP-Address-9
Device-J, Port-9, ip address IP-Address-10
Device-J, Port-9, ip address IP-Address-11
Device-J, Port-9, ip address IP-Address-12
Device-J, Port-9, ip address IP-Address-13
Device-J, Port-9, ip address IP-Address-14
Device-J, Port-9, ip address IP-Address-15
Device-J, Port-9, ip address IP-Address-16
Device-J, Port-9, ip address IP-Address-17
Device-J, Port-9, ip address IP-Address-18
Device-J, Port-9, ip address IP-Address-19
Device-J, Port-9, ip address IP-Address-20
Device-J, Port-9, ip address IP-Address-21
Device-J, Port-9, ip address IP-Address-22
Device-J, Port-9, ip address IP-Address-23
Device-J, Port-9, ip address IP-Address-24
Device-J, Port-9, ip address IP-Address-25
Device-J, Port-9, ip address IP-Address-26
Device-J, Port-9, ip address IP-Address-27
Device-J, Port-9, ip address IP-Address-28
Device-J, Port-9, ip address IP-Address-29
Device-J, Port-9, ip address IP-Address-30
Device-J, Port-9, ip address IP-Address-31
Device-J, Port-9, ip address IP-Address-32
Device-J, Port-9, ip address IP-Address-33
Device-J, Port-9, ip address IP-Address-34
Device-J, Port-9, ip address IP-Address-35
Device-J, Port-9, ip address IP-Address-36
Device-J, Port-9, ip address IP-Address-37
Device-J, Port-9, ip address IP-Address-38
Device-J, Port-9, ip address IP-Address-39
Device-J, Port-9, ip address IP-Address-40
Device-J, Port-9, ip address IP-Address-41
Device-J, Port-9, ip address IP-Address-42
Device-J, Port-9, ip address IP-Address-43
Device-J, Port-9, ip address IP-Address-44
Device-J, Port-9, ip address IP-Address-45
Device-J, Port-9, ip address IP-Address-46
Device-J, Port-9, ip address IP-Address-47
Device-J, Port-9, ip address IP-Address-48
Device-J, Port-9, ip address IP-Address-49
Device-J, Port-9, ip address IP-Address-50
Device-J, Port-9, ip address IP-Address-51
Device-J, Port-9, ip address IP-Address-52
Device-J, Port-9, ip address IP-Address-53
Device-J, Port-9, ip address IP-Address-54
Device-J, Port-9, ip address IP-Address-55
Device-J, Port-9, ip address IP-Address-56
Device-J, Port-9, ip address IP-Address-57
Device-J, Port-9, ip address IP-Address-58
Device-J, Port-9, ip address IP-Address-59
Device-J, Port-9, ip address IP-Address-60
Device-J, Port-9, ip address IP-Address-61
Device-J, Port-9, ip address IP-Address-62
Device-J, Port-9, ip address IP-Address-63
Device-J, Port-9, shutdown
Device-J, Port-9, no ip address
Device-K, Port-1, no shutdown
Device-K, Port-1, ip address IP-Address-1
Device-K, Port-1, ip address IP-Address-2
Device-K, Port-1, ip address IP-Address-3
Device-K, Port-1, ip address IP-Address-4
Device-K, Port-1, ip address IP-Address-5
Device-K, Port-1, ip address IP-Address-6
Device-K, Port-1, ip address IP-Address-7
Device-K, Port-1, ip address IP-Address-8
Device-K, Port-1, ip address IP-Address-9
Device-K, Port-1, ip address IP-Address-10
Device-K, Port-1, ip address IP-Address-11
Device-K, Port-1, ip address IP-Address-12
Device-K, Port-1, ip address IP-Address-13
Device-K, Port-1, ip address IP-Address-14
Device-K, Port-1, ip address IP-Address-15
Device-K, Port-1, ip address IP-Address-16
Device-K, Port-1, ip address IP-Address-17
Device-K, Port-1, ip address IP-Address-18
Device-K, Port-1, ip address IP-Address-19
Device-K, Port-1, ip address IP-Address-20
Device-K, Port-1, ip address IP-Address-21
Device-K, Port-1, ip address IP-Address-22
Device-K, Port-1, ip address IP-Address-23
Device-K, Port-1, ip address IP-Address-24
Device-K, Port-1, ip address IP-Address-25
Device-K, Port-1, ip address IP-Address-26
Device-K, Port-1, ip address IP-Address-27
Device-K, Port-1, ip address IP-Address-28
Device-K, Port-1, ip address IP-Address-29
Device-K, Port-1, ip address IP-Address-30
Device-K, Port-1, ip address IP-Address-31
Device-K, Port-1, ip address IP-Address-32
Device-K, Port-1, ip address IP-Address-33
Device-K, Port-1, ip address IP-Address-34
Device-K, Port-1, ip address IP-Address-35
Device-K, Port-1, ip address IP-Address-36
Device-K, Port-1, ip address IP-Address-37
Device-K, Port-1, ip address IP-Address-38
Device-K, Port-1, ip address IP-Address-39
Device-K, Port-1, ip address IP-Address-40
Device-K, Port-1, ip address IP-Address-41
Device-K, Port-1, ip address IP-Address-42
Device-K, Port-1, ip address IP-Address-43
Device-K, Port-1, ip address IP-Address-44
Device-K, Port-1, ip address IP-Address-45
Device-K, Port-1, ip address IP-Address-46
Device-K, Port-1, ip address IP-Address-47
Device-K, Port-1, ip address IP-Address-48
Device-K, Port-1, ip address IP-Address-49
Device-K, Port-1, ip address IP-Address-50
Device-K, Port-1, ip address IP-Address-51
Device-K, Port-1, ip address IP-Address-52
Device-K, Port-1, ip address IP-Address-53
Device-K, Port-1, ip address IP-Address-54
Device-K, Port-1, ip address IP-Address-55
Device-K, Port-1, ip address IP-Address-56
Device-K, Port-1, ip address IP-Address-57
Device-K, Port-1, ip address IP-Address-58
Device-K, Port-1, ip address IP-Address-59
Device-K, Port-1, ip address IP-Address-60
Device-K, Port-1, ip address IP-Address-61
Device-K, Port-1, ip address IP-Address-62
Device-K, Port-1, ip address IP-Address-63
Device-K, Port-1, shutdown
Device-K, Port-1, no ip address
Device-K, Port-2, no shutdown
Device-K, Port-2, ip address IP-Address-1
Device-K, Port-2, ip address IP-Address-2
Device-K, Port-2, ip address IP-Address-3
Device-K, Port-2, ip address IP-Address-4
Device-K, Port-2, ip address IP-Address-5
Device-K, Port-2, ip address IP-Address-6
Device-K, Port-2, ip address IP-Address-7
Device-K, Port-2, ip address IP-Address-8
Device-K, Port-2, ip address IP-Address-9
Device-K, Port-2, ip address IP-Address-10
Device-K, Port-2, ip address IP-Address-11
Device-K, Port-2, ip address IP-Address-12
Device-K, Port-2, ip address IP-Address-13
Device-K, Port-2, ip address IP-Address-14
Device-K, Port-2, ip address IP-Address-15
Device-K, Port-2, ip address IP-Address-16
Device-K, Port-2, ip address IP-Address-17
Device-K, Port-2, ip address IP-Address-18
Device-K, Port-2, ip address IP-Address-19
Device-K, Port-2, ip address IP-Address-20
Device-K, Port-2, ip address IP-Address-21
Device-K, Port-2, ip address IP-Address-22
Device-K, Port-2, ip address IP-Address-23
Device-K, Port-2, ip address IP-Address-24
Device-K, Port-2, ip address IP-Address-25
Device-K, Port-2, ip address IP-Address-26
Device-K, Port-2, ip address IP-Address-27
Device-K, Port-2, ip address IP-Address-28
Device-K, Port-2, ip address IP-Address-29
Device-K, Port-2, ip address IP-Address-30
Device-K, Port-2, ip address IP-Address-31
Device-K, Port-2, ip address IP-Address-32
Device-K, Port-2, ip address IP-Address-33
Device-K, Port-2, ip address IP-Address-34
Device-K, Port-2, ip address IP-Address-35
Device-K, Port-2, ip address IP-Address-36
Device-K, Port-2, ip address IP-Address-37
Device-K, Port-2, ip address IP-Address-38
Device-K, Port-2, ip address IP-Address-39
Device-K, Port-2, ip address IP-Address-40
Device-K, Port-2, ip address IP-Address-41
Device-K, Port-2, ip address IP-Address-42
Device-K, Port-2, ip address IP-Address-43
Device-K, Port-2, ip address IP-Address-44
Device-K, Port-2, ip address IP-Address-45
Device-K, Port-2, ip address IP-Address-46
Device-K, Port-2, ip address IP-Address-47
Device-K, Port-2, ip address IP-Address-48
Device-K, Port-2, ip address IP-Address-49
Device-K, Port-2, ip address IP-Address-50
Device-K, Port-2, ip address IP-Address-51
Device-K, Port-2, ip address IP-Address-52
Device-K, Port-2, ip address IP-Address-53
Device-K, Port-2, ip address IP-Address-54
Device-K, Port-2, ip address IP-Address-55
Device-K, Port-2, ip address IP-Address-56
Device-K, Port-2, ip address IP-Address-57
Device-K, Port-2, ip address IP-Address-58
Device-K, Port-2, ip address IP-Address-59
Device-K, Port-2, ip address IP-Address-60
Device-K, Port-2, ip address IP-Address-61
Device-K, Port-2, ip address IP-Address-62
Device-K, Port-2, ip address IP-Address-63
Device-K, Port-2, shutdown
Device-K, Port-2, no ip address
Device-K, Port-3, no shutdown
Device-K, Port-3, ip address IP-Address-1
Device-K, Port-3, ip address IP-Address-2
Device-K, Port-3, ip address IP-Address-3
Device-K, Port-3, ip address IP-Address-4
Device-K, Port-3, ip address IP-Address-5
Device-K, Port-3, ip address IP-Address-6
Device-K, Port-3, ip address IP-Address-7
Device-K, Port-3, ip address IP-Address-8
Device-K, Port-3, ip address IP-Address-9
Device-K, Port-3, ip address IP-Address-10
Device-K, Port-3, ip address IP-Address-11
Device-K, Port-3, ip address IP-Address-12
Device-K, Port-3, ip address IP-Address-13
Device-K, Port-3, ip address IP-Address-14
Device-K, Port-3, ip address IP-Address-15
Device-K, Port-3, ip address IP-Address-16
Device-K, Port-3, ip address IP-Address-17
Device-K, Port-3, ip address IP-Address-18
Device-K, Port-3, ip address IP-Address-19
Device-K, Port-3, ip address IP-Address-20
Device-K, Port-3, ip address IP-Address-21
Device-K, Port-3, ip address IP-Address-22
Device-K, Port-3, ip address IP-Address-23
Device-K, Port-3, ip address IP-Address-24
Device-K, Port-3, ip address IP-Address-25
